Created_On,Source,Industry
9/9/2017,Direct,Retail/Entertainment
9/9/2017,Email,Finance
9/10/2017,Email,Telecom
9/10/2017,Paid,Finance
9/10/2017,Direct,Health Care
9/10/2017,Paid,SaaS
9/10/2017,Direct,Telecom
9/10/2017,Paid,SaaS
9/10/2017,Email,Finance
9/10/2017,Email,IT
9/10/2017,Paid,Education
9/10/2017,Direct,Health Care
9/10/2017,Direct,SaaS
9/10/2017,Organic,Health Care
9/10/2017,Referral,Health Care
9/10/2017,Social,Telecom
9/10/2017,Organic,Telecom
9/10/2017,Direct,Education
9/10/2017,Paid,Finance
9/10/2017,Direct,Health Care
9/10/2017,Direct,Health Care
9/10/2017,Social,Telecom
9/10/2017,Organic,Health Care
9/10/2017,Email,SaaS
9/10/2017,Social,IT
9/10/2017,Direct,Health Care
9/10/2017,Email,Retail/Entertainment
9/10/2017,Referral,SaaS
9/10/2017,Direct,SaaS
9/10/2017,Paid,SaaS
9/10/2017,Email,Telecom
9/10/2017,Social,Retail/Entertainment
9/10/2017,Organic,SaaS
9/10/2017,Social,Retail/Entertainment
9/10/2017,Paid,Retail/Entertainment
9/10/2017,Social,Retail/Entertainment
9/10/2017,Paid,Finance
9/10/2017,Direct,Retail/Entertainment
9/10/2017,Referral,Education
9/10/2017,Organic,Health Care
9/10/2017,Organic,SaaS
9/10/2017,Direct,Health Care
9/10/2017,Paid,Telecom
9/10/2017,Paid,Health Care
9/10/2017,Referral,IT
9/10/2017,Paid,Telecom
9/10/2017,Direct,Health Care
9/10/2017,Referral,Telecom
9/10/2017,Paid,Finance
9/10/2017,Email,Health Care
9/10/2017,Paid,SaaS
9/10/2017,Email,Telecom
9/10/2017,Organic,SaaS
9/10/2017,Email,Health Care
9/10/2017,Paid,Finance
9/10/2017,Direct,Education
9/10/2017,Referral,SaaS
9/10/2017,Paid,Telecom
9/10/2017,Email,Retail/Entertainment
9/10/2017,Social,Telecom
9/10/2017,Email,Health Care
9/10/2017,Referral,Finance
9/10/2017,Social,Education
9/10/2017,Email,Health Care
9/10/2017,Referral,SaaS
9/10/2017,Organic,Finance
9/10/2017,Email,Finance
9/10/2017,Paid,Finance
9/10/2017,Email,Finance
9/10/2017,Referral,SaaS
9/10/2017,Direct,IT
9/10/2017,Paid,Education
9/10/2017,Direct,Education
9/10/2017,Email,Telecom
9/10/2017,Organic,IT
9/10/2017,Organic,Retail/Entertainment
9/10/2017,Paid,Telecom
9/10/2017,Email,Finance
9/10/2017,Social,Education
9/10/2017,Direct,Telecom
9/10/2017,Direct,Health Care
9/10/2017,Direct,Health Care
9/10/2017,Paid,Retail/Entertainment
9/10/2017,Email,SaaS
9/10/2017,Paid,IT
9/10/2017,Paid,SaaS
9/10/2017,Email,Health Care
9/10/2017,Referral,SaaS
9/10/2017,Referral,Telecom
9/10/2017,Direct,Telecom
9/10/2017,Social,SaaS
9/10/2017,Paid,SaaS
9/10/2017,Paid,Finance
9/10/2017,Direct,Finance
9/10/2017,Paid,IT
9/10/2017,Referral,SaaS
9/10/2017,Email,Health Care
9/10/2017,Email,Telecom
9/10/2017,Organic,Retail/Entertainment
9/10/2017,Direct,Finance
9/11/2017,Email,SaaS
9/11/2017,Direct,Health Care
9/11/2017,Social,Education
9/11/2017,Email,Health Care
9/11/2017,Email,Finance
9/11/2017,Referral,Health Care
9/11/2017,Organic,Education
9/11/2017,Organic,SaaS
9/11/2017,Social,Health Care
9/11/2017,Paid,SaaS
9/11/2017,Referral,SaaS
9/11/2017,Paid,Telecom
9/11/2017,Referral,Finance
9/11/2017,Email,Finance
9/11/2017,Direct,Health Care
9/11/2017,Social,Health Care
9/11/2017,Organic,SaaS
9/11/2017,Referral,Education
9/11/2017,Paid,SaaS
9/11/2017,Organic,IT
9/11/2017,Email,Finance
9/11/2017,Organic,IT
9/11/2017,Direct,SaaS
9/11/2017,Email,Retail/Entertainment
9/11/2017,Referral,Education
9/11/2017,Referral,Retail/Entertainment
9/11/2017,Social,Finance
9/11/2017,Social,Finance
9/11/2017,Paid,SaaS
9/11/2017,Organic,Finance
9/11/2017,Email,Finance
9/11/2017,Email,Retail/Entertainment
9/11/2017,Referral,Education
9/11/2017,Social,SaaS
9/11/2017,Social,Telecom
9/11/2017,Direct,Finance
9/11/2017,Paid,SaaS
9/11/2017,Direct,Retail/Entertainment
9/11/2017,Paid,Education
9/11/2017,Social,Telecom
9/11/2017,Organic,Finance
9/11/2017,Email,IT
9/11/2017,Referral,Telecom
9/11/2017,Email,Education
9/11/2017,Direct,Education
9/11/2017,Organic,SaaS
9/11/2017,Organic,IT
9/11/2017,Referral,Health Care
9/11/2017,Email,Health Care
9/11/2017,Direct,Retail/Entertainment
9/11/2017,Email,Telecom
9/11/2017,Referral,SaaS
9/11/2017,Direct,Telecom
9/11/2017,Direct,Finance
9/11/2017,Social,Health Care
9/11/2017,Organic,IT
9/11/2017,Paid,Health Care
9/11/2017,Referral,SaaS
9/11/2017,Paid,SaaS
9/11/2017,Organic,Health Care
9/11/2017,Organic,Education
9/11/2017,Organic,Education
9/11/2017,Paid,SaaS
9/11/2017,Social,Finance
9/11/2017,Social,Health Care
9/11/2017,Direct,Retail/Entertainment
9/11/2017,Referral,Finance
9/11/2017,Email,SaaS
9/11/2017,Social,IT
9/11/2017,Paid,Retail/Entertainment
9/11/2017,Social,Telecom
9/11/2017,Direct,Health Care
9/11/2017,Social,IT
9/11/2017,Paid,Health Care
9/11/2017,Email,Finance
9/11/2017,Social,IT
9/11/2017,Social,Education
9/11/2017,Paid,Health Care
9/11/2017,Social,Telecom
9/11/2017,Direct,Education
9/11/2017,Referral,IT
9/11/2017,Social,SaaS
9/11/2017,Referral,Health Care
9/11/2017,Direct,SaaS
9/11/2017,Organic,SaaS
9/11/2017,Organic,Health Care
9/11/2017,Email,Finance
9/11/2017,Organic,Finance
9/11/2017,Social,SaaS
9/11/2017,Referral,SaaS
9/11/2017,Social,IT
9/11/2017,Direct,Finance
9/11/2017,Paid,SaaS
9/11/2017,Email,Retail/Entertainment
9/12/2017,Referral,Retail/Entertainment
9/12/2017,Email,Finance
9/12/2017,Direct,Finance
9/12/2017,Social,Telecom
9/12/2017,Paid,Health Care
9/12/2017,Email,Education
9/12/2017,Paid,SaaS
9/12/2017,Organic,SaaS
9/12/2017,Email,IT
9/12/2017,Referral,SaaS
9/12/2017,Email,Finance
9/12/2017,Social,Education
9/12/2017,Referral,SaaS
9/12/2017,Paid,Education
9/12/2017,Organic,SaaS
9/12/2017,Direct,Retail/Entertainment
9/12/2017,Direct,SaaS
9/12/2017,Direct,SaaS
9/12/2017,Direct,Finance
9/12/2017,Organic,Telecom
9/12/2017,Paid,Health Care
9/12/2017,Direct,SaaS
9/12/2017,Organic,Health Care
9/12/2017,Organic,Telecom
9/12/2017,Direct,IT
9/12/2017,Organic,IT
9/12/2017,Email,Finance
9/12/2017,Social,Health Care
9/12/2017,Paid,Education
9/12/2017,Paid,SaaS
9/12/2017,Direct,Health Care
9/12/2017,Social,IT
9/12/2017,Direct,Telecom
9/12/2017,Paid,Education
9/12/2017,Social,Telecom
9/12/2017,Referral,IT
9/12/2017,Email,SaaS
9/12/2017,Direct,Finance
9/12/2017,Email,SaaS
9/12/2017,Direct,SaaS
9/12/2017,Paid,Health Care
9/12/2017,Email,Telecom
9/12/2017,Referral,SaaS
9/12/2017,Email,SaaS
9/12/2017,Direct,SaaS
9/12/2017,Organic,Health Care
9/12/2017,Direct,Health Care
9/12/2017,Email,Retail/Entertainment
9/12/2017,Organic,Finance
9/12/2017,Paid,Health Care
9/12/2017,Direct,Health Care
9/12/2017,Social,Education
9/12/2017,Social,IT
9/12/2017,Social,IT
9/12/2017,Paid,Health Care
9/12/2017,Organic,SaaS
9/12/2017,Email,Finance
9/12/2017,Email,Health Care
9/12/2017,Organic,Retail/Entertainment
9/12/2017,Organic,Retail/Entertainment
9/12/2017,Social,Retail/Entertainment
9/12/2017,Paid,IT
9/12/2017,Social,Finance
9/12/2017,Email,IT
9/12/2017,Email,SaaS
9/12/2017,Direct,SaaS
9/12/2017,Referral,Retail/Entertainment
9/12/2017,Paid,Telecom
9/12/2017,Email,Finance
9/12/2017,Paid,Telecom
9/12/2017,Direct,Telecom
9/12/2017,Organic,SaaS
9/12/2017,Social,Telecom
9/12/2017,Referral,IT
9/12/2017,Direct,Retail/Entertainment
9/12/2017,Email,Retail/Entertainment
9/12/2017,Direct,IT
9/12/2017,Paid,Health Care
9/12/2017,Organic,Finance
9/12/2017,Direct,SaaS
9/12/2017,Social,Health Care
9/12/2017,Paid,Telecom
9/12/2017,Direct,Retail/Entertainment
9/12/2017,Organic,Telecom
9/12/2017,Email,Retail/Entertainment
9/12/2017,Direct,Health Care
9/12/2017,Direct,SaaS
9/12/2017,Email,IT
9/12/2017,Paid,Retail/Entertainment
9/12/2017,Referral,Telecom
9/12/2017,Referral,Education
9/12/2017,Social,Retail/Entertainment
9/12/2017,Email,Health Care
9/12/2017,Referral,Finance
9/12/2017,Direct,Retail/Entertainment
9/12/2017,Referral,SaaS
9/12/2017,Social,Health Care
9/12/2017,Social,SaaS
9/12/2017,Social,Telecom
9/12/2017,Direct,SaaS
9/12/2017,Email,Telecom
9/13/2017,Social,Retail/Entertainment
9/13/2017,Email,IT
9/13/2017,Paid,Finance
9/13/2017,Referral,Finance
9/13/2017,Referral,IT
9/13/2017,Paid,Telecom
9/13/2017,Email,Finance
9/13/2017,Organic,Telecom
9/13/2017,Email,Retail/Entertainment
9/13/2017,Referral,IT
9/13/2017,Direct,Education
9/13/2017,Organic,Finance
9/13/2017,Social,Telecom
9/13/2017,Email,Telecom
9/13/2017,Direct,IT
9/13/2017,Social,IT
9/13/2017,Referral,Health Care
9/13/2017,Direct,SaaS
9/13/2017,Email,Finance
9/13/2017,Social,IT
9/13/2017,Email,Education
9/13/2017,Email,IT
9/13/2017,Direct,Finance
9/13/2017,Email,Retail/Entertainment
9/13/2017,Direct,Telecom
9/13/2017,Organic,Retail/Entertainment
9/13/2017,Paid,Retail/Entertainment
9/13/2017,Referral,SaaS
9/13/2017,Organic,Health Care
9/13/2017,Direct,Retail/Entertainment
9/13/2017,Direct,SaaS
9/13/2017,Organic,Finance
9/13/2017,Direct,Education
9/13/2017,Paid,IT
9/13/2017,Direct,SaaS
9/13/2017,Social,Retail/Entertainment
9/13/2017,Paid,Finance
9/13/2017,Referral,IT
9/13/2017,Paid,Education
9/13/2017,Paid,SaaS
9/13/2017,Referral,SaaS
9/13/2017,Email,Education
9/13/2017,Referral,Retail/Entertainment
9/13/2017,Email,Education
9/13/2017,Email,Finance
9/13/2017,Direct,IT
9/13/2017,Social,Telecom
9/13/2017,Paid,IT
9/13/2017,Referral,Finance
9/13/2017,Referral,SaaS
9/13/2017,Email,IT
9/13/2017,Referral,Finance
9/13/2017,Direct,Finance
9/13/2017,Paid,Health Care
9/13/2017,Email,Telecom
9/13/2017,Referral,Retail/Entertainment
9/13/2017,Paid,IT
9/13/2017,Social,Finance
9/13/2017,Paid,Finance
9/13/2017,Email,IT
9/13/2017,Paid,Retail/Entertainment
9/13/2017,Social,Telecom
9/13/2017,Paid,Health Care
9/13/2017,Email,SaaS
9/13/2017,Paid,Finance
9/13/2017,Paid,SaaS
9/13/2017,Organic,Education
9/13/2017,Social,Retail/Entertainment
9/13/2017,Email,IT
9/13/2017,Paid,SaaS
9/13/2017,Paid,Retail/Entertainment
9/13/2017,Direct,Telecom
9/13/2017,Paid,Health Care
9/13/2017,Direct,Retail/Entertainment
9/13/2017,Referral,Finance
9/13/2017,Email,Retail/Entertainment
9/13/2017,Direct,SaaS
9/13/2017,Social,Retail/Entertainment
9/13/2017,Direct,Telecom
9/13/2017,Referral,Education
9/13/2017,Paid,Telecom
9/13/2017,Email,Education
9/13/2017,Referral,Telecom
9/13/2017,Referral,Finance
9/13/2017,Direct,SaaS
9/13/2017,Referral,IT
9/13/2017,Direct,Telecom
9/13/2017,Organic,Finance
9/13/2017,Organic,Health Care
9/13/2017,Social,Health Care
9/13/2017,Paid,Retail/Entertainment
9/13/2017,Email,Finance
9/13/2017,Email,Telecom
9/13/2017,Organic,IT
9/13/2017,Paid,SaaS
9/13/2017,Email,Health Care
9/13/2017,Email,IT
9/13/2017,Organic,Finance
9/13/2017,Social,Telecom
9/13/2017,Direct,IT
9/13/2017,Paid,Telecom
9/13/2017,Email,Finance
9/13/2017,Direct,IT
9/13/2017,Referral,Education
9/13/2017,Paid,Education
9/13/2017,Paid,SaaS
9/13/2017,Paid,Finance
9/13/2017,Paid,IT
9/13/2017,Organic,Health Care
9/13/2017,Email,Telecom
9/13/2017,Direct,Finance
9/13/2017,Referral,SaaS
9/13/2017,Social,Retail/Entertainment
9/13/2017,Email,Telecom
9/13/2017,Organic,Telecom
9/13/2017,Organic,Finance
9/13/2017,Referral,Finance
9/13/2017,Direct,Finance
9/13/2017,Referral,SaaS
9/13/2017,Email,SaaS
9/13/2017,Social,SaaS
9/13/2017,Social,IT
9/13/2017,Referral,IT
9/13/2017,Organic,Finance
9/13/2017,Social,Telecom
9/13/2017,Referral,Health Care
9/13/2017,Social,Retail/Entertainment
9/13/2017,Paid,SaaS
9/13/2017,Direct,Finance
9/13/2017,Social,Telecom
9/13/2017,Email,Telecom
9/13/2017,Email,IT
9/13/2017,Organic,IT
9/13/2017,Email,Telecom
9/13/2017,Social,Telecom
9/13/2017,Social,Finance
9/14/2017,Email,Finance
9/14/2017,Organic,Education
9/14/2017,Email,Finance
9/14/2017,Organic,Education
9/14/2017,Social,Retail/Entertainment
9/14/2017,Referral,Finance
9/14/2017,Email,Telecom
9/14/2017,Organic,Education
9/14/2017,Email,IT
9/14/2017,Paid,Health Care
9/14/2017,Email,Education
9/14/2017,Paid,Health Care
9/14/2017,Referral,Finance
9/14/2017,Social,Education
9/14/2017,Direct,IT
9/14/2017,Social,Health Care
9/14/2017,Referral,Telecom
9/14/2017,Paid,Health Care
9/14/2017,Paid,Telecom
9/14/2017,Email,Health Care
9/14/2017,Social,Retail/Entertainment
9/14/2017,Email,Finance
9/14/2017,Referral,IT
9/14/2017,Referral,IT
9/14/2017,Referral,Finance
9/14/2017,Organic,IT
9/14/2017,Social,SaaS
9/14/2017,Direct,IT
9/14/2017,Referral,IT
9/14/2017,Social,SaaS
9/14/2017,Referral,Health Care
9/14/2017,Direct,SaaS
9/14/2017,Email,Retail/Entertainment
9/14/2017,Email,SaaS
9/14/2017,Organic,Telecom
9/14/2017,Referral,Finance
9/14/2017,Email,Finance
9/14/2017,Direct,Finance
9/14/2017,Referral,Finance
9/14/2017,Referral,SaaS
9/14/2017,Organic,Telecom
9/14/2017,Direct,Education
9/14/2017,Paid,Health Care
9/14/2017,Direct,IT
9/14/2017,Social,Telecom
9/14/2017,Paid,IT
9/14/2017,Social,SaaS
9/14/2017,Referral,Health Care
9/14/2017,Email,IT
9/14/2017,Referral,Health Care
9/14/2017,Referral,IT
9/14/2017,Paid,Finance
9/14/2017,Email,Finance
9/14/2017,Email,Education
9/14/2017,Referral,Telecom
9/14/2017,Referral,Finance
9/14/2017,Organic,IT
9/14/2017,Email,Telecom
9/14/2017,Email,Health Care
9/14/2017,Referral,SaaS
9/14/2017,Referral,Health Care
9/14/2017,Direct,SaaS
9/14/2017,Referral,Finance
9/14/2017,Social,Telecom
9/14/2017,Social,SaaS
9/14/2017,Paid,Telecom
9/14/2017,Social,Telecom
9/14/2017,Social,Retail/Entertainment
9/14/2017,Referral,Retail/Entertainment
9/14/2017,Direct,Health Care
9/14/2017,Referral,Finance
9/14/2017,Social,Telecom
9/14/2017,Organic,Education
9/14/2017,Email,Telecom
9/14/2017,Paid,Retail/Entertainment
9/14/2017,Direct,SaaS
9/14/2017,Referral,Finance
9/14/2017,Email,SaaS
9/14/2017,Referral,Health Care
9/14/2017,Organic,SaaS
9/14/2017,Referral,Finance
9/14/2017,Email,Retail/Entertainment
9/14/2017,Paid,Finance
9/14/2017,Email,Education
9/14/2017,Paid,Health Care
9/14/2017,Social,Education
9/14/2017,Direct,Education
9/14/2017,Referral,Retail/Entertainment
9/14/2017,Social,Telecom
9/14/2017,Direct,Telecom
9/15/2017,Direct,SaaS
9/15/2017,Referral,Telecom
9/15/2017,Organic,Health Care
9/15/2017,Organic,SaaS
9/15/2017,Email,Retail/Entertainment
9/15/2017,Social,Education
9/15/2017,Email,Telecom
9/15/2017,Referral,Finance
9/15/2017,Social,Telecom
9/15/2017,Direct,SaaS
9/15/2017,Paid,Health Care
9/15/2017,Organic,Finance
9/15/2017,Organic,SaaS
9/15/2017,Referral,Education
9/15/2017,Paid,SaaS
9/15/2017,Organic,SaaS
9/15/2017,Email,Finance
9/15/2017,Email,SaaS
9/15/2017,Paid,IT
9/15/2017,Referral,SaaS
9/15/2017,Direct,IT
9/15/2017,Organic,IT
9/15/2017,Social,SaaS
9/15/2017,Organic,IT
9/15/2017,Social,Telecom
9/15/2017,Referral,SaaS
9/15/2017,Direct,SaaS
9/15/2017,Email,Health Care
9/15/2017,Organic,Finance
9/15/2017,Email,SaaS
9/15/2017,Paid,Finance
9/15/2017,Organic,Health Care
9/15/2017,Organic,SaaS
9/15/2017,Email,Finance
9/15/2017,Organic,Health Care
9/15/2017,Direct,SaaS
9/15/2017,Referral,Health Care
9/15/2017,Referral,Telecom
9/15/2017,Email,Retail/Entertainment
9/15/2017,Organic,Health Care
9/15/2017,Paid,Retail/Entertainment
9/15/2017,Referral,IT
9/15/2017,Email,IT
9/15/2017,Social,SaaS
9/15/2017,Organic,SaaS
9/15/2017,Paid,Finance
9/15/2017,Paid,SaaS
9/15/2017,Organic,Telecom
9/15/2017,Social,Telecom
9/15/2017,Organic,SaaS
9/15/2017,Paid,IT
9/15/2017,Organic,Education
9/15/2017,Email,Retail/Entertainment
9/15/2017,Email,Telecom
9/15/2017,Referral,Finance
9/15/2017,Direct,IT
9/15/2017,Social,Telecom
9/15/2017,Email,SaaS
9/15/2017,Paid,Telecom
9/15/2017,Organic,Finance
9/15/2017,Email,Telecom
9/15/2017,Social,Telecom
9/15/2017,Paid,Education
9/15/2017,Paid,Education
9/15/2017,Direct,SaaS
9/15/2017,Referral,Retail/Entertainment
9/15/2017,Organic,Health Care
9/15/2017,Referral,SaaS
9/15/2017,Social,IT
9/15/2017,Direct,IT
9/15/2017,Email,Health Care
9/15/2017,Email,Education
9/15/2017,Social,IT
9/15/2017,Social,Finance
9/15/2017,Social,IT
9/15/2017,Referral,SaaS
9/15/2017,Organic,SaaS
9/15/2017,Social,Retail/Entertainment
9/15/2017,Direct,Health Care
9/15/2017,Email,Education
9/15/2017,Organic,Telecom
9/15/2017,Direct,SaaS
9/15/2017,Direct,Education
9/15/2017,Email,Finance
9/15/2017,Social,IT
9/15/2017,Social,Education
9/15/2017,Email,Telecom
9/15/2017,Email,SaaS
9/15/2017,Organic,Finance
9/15/2017,Paid,Health Care
9/15/2017,Referral,Finance
9/15/2017,Email,Telecom
9/15/2017,Organic,Health Care
9/15/2017,Direct,Telecom
9/15/2017,Email,Finance
9/15/2017,Paid,SaaS
9/15/2017,Organic,Retail/Entertainment
9/15/2017,Paid,Retail/Entertainment
9/15/2017,Paid,Retail/Entertainment
9/15/2017,Direct,Telecom
9/15/2017,Direct,Finance
9/15/2017,Referral,SaaS
9/15/2017,Paid,Education
9/15/2017,Direct,Retail/Entertainment
9/15/2017,Social,SaaS
9/15/2017,Email,Telecom
9/15/2017,Organic,Telecom
9/15/2017,Paid,SaaS
9/15/2017,Email,IT
9/15/2017,Social,IT
9/15/2017,Email,Retail/Entertainment
9/15/2017,Email,Telecom
9/15/2017,Paid,Retail/Entertainment
9/15/2017,Organic,Retail/Entertainment
9/15/2017,Paid,Telecom
9/15/2017,Referral,Finance
9/15/2017,Email,Health Care
9/15/2017,Paid,Retail/Entertainment
9/16/2017,Email,SaaS
9/16/2017,Email,SaaS
9/16/2017,Paid,SaaS
9/16/2017,Direct,Telecom
9/16/2017,Organic,Telecom
9/16/2017,Referral,IT
9/16/2017,Social,Telecom
9/16/2017,Referral,SaaS
9/16/2017,Paid,Retail/Entertainment
9/16/2017,Direct,Finance
9/16/2017,Direct,Health Care
9/16/2017,Referral,SaaS
9/16/2017,Direct,IT
9/16/2017,Organic,IT
9/16/2017,Organic,IT
9/16/2017,Direct,Health Care
9/16/2017,Organic,IT
9/16/2017,Direct,SaaS
9/16/2017,Email,Telecom
9/16/2017,Email,Education
9/16/2017,Direct,IT
9/16/2017,Email,Education
9/16/2017,Social,IT
9/16/2017,Referral,Retail/Entertainment
9/16/2017,Direct,SaaS
9/16/2017,Organic,Health Care
9/16/2017,Paid,IT
9/16/2017,Organic,SaaS
9/16/2017,Organic,SaaS
9/16/2017,Organic,Retail/Entertainment
9/16/2017,Organic,Health Care
9/16/2017,Referral,Health Care
9/16/2017,Organic,SaaS
9/16/2017,Direct,Health Care
9/16/2017,Direct,Finance
9/16/2017,Social,IT
9/16/2017,Social,SaaS
9/16/2017,Social,Health Care
9/16/2017,Direct,Finance
9/16/2017,Social,IT
9/16/2017,Referral,Telecom
9/16/2017,Referral,Retail/Entertainment
9/16/2017,Social,Retail/Entertainment
9/16/2017,Referral,SaaS
9/16/2017,Email,Telecom
9/16/2017,Referral,Retail/Entertainment
9/16/2017,Direct,IT
9/16/2017,Social,Education
9/16/2017,Referral,SaaS
9/16/2017,Paid,SaaS
9/16/2017,Email,Health Care
9/16/2017,Direct,Education
9/16/2017,Email,Telecom
9/16/2017,Paid,Telecom
9/16/2017,Organic,Telecom
9/16/2017,Organic,Finance
9/16/2017,Direct,Telecom
9/16/2017,Email,Health Care
9/16/2017,Email,Finance
9/16/2017,Direct,Finance
9/16/2017,Organic,SaaS
9/16/2017,Referral,Telecom
9/16/2017,Direct,SaaS
9/16/2017,Direct,SaaS
9/16/2017,Referral,SaaS
9/16/2017,Direct,Retail/Entertainment
9/16/2017,Direct,SaaS
9/16/2017,Organic,Education
9/16/2017,Referral,Finance
9/16/2017,Email,Retail/Entertainment
9/16/2017,Organic,Health Care
9/16/2017,Referral,Education
9/16/2017,Direct,Finance
9/16/2017,Social,IT
9/16/2017,Social,Retail/Entertainment
9/16/2017,Social,Telecom
9/16/2017,Social,SaaS
9/16/2017,Referral,Education
9/16/2017,Email,Finance
9/16/2017,Paid,SaaS
9/16/2017,Organic,Retail/Entertainment
9/16/2017,Direct,SaaS
9/16/2017,Direct,Telecom
9/16/2017,Direct,SaaS
9/16/2017,Social,Education
9/16/2017,Referral,Telecom
9/16/2017,Direct,Education
9/16/2017,Organic,Finance
9/16/2017,Social,Retail/Entertainment
9/16/2017,Paid,Education
9/16/2017,Direct,Health Care
9/16/2017,Email,Telecom
9/16/2017,Email,Retail/Entertainment
9/16/2017,Email,Retail/Entertainment
9/16/2017,Social,SaaS
9/16/2017,Email,Health Care
9/16/2017,Email,Telecom
9/16/2017,Social,Telecom
9/16/2017,Referral,Retail/Entertainment
9/16/2017,Social,Retail/Entertainment
9/16/2017,Direct,Retail/Entertainment
9/16/2017,Referral,SaaS
9/16/2017,Email,Finance
9/16/2017,Referral,Telecom
9/16/2017,Organic,Telecom
9/16/2017,Referral,IT
9/16/2017,Referral,IT
9/16/2017,Referral,Education
9/16/2017,Email,Finance
9/17/2017,Email,Education
9/17/2017,Email,Retail/Entertainment
9/17/2017,Organic,SaaS
9/17/2017,Referral,Health Care
9/17/2017,Social,IT
9/17/2017,Direct,Education
9/17/2017,Email,Education
9/17/2017,Organic,Education
9/17/2017,Email,Finance
9/17/2017,Email,Education
9/17/2017,Paid,IT
9/17/2017,Referral,Retail/Entertainment
9/17/2017,Referral,SaaS
9/17/2017,Social,IT
9/17/2017,Paid,SaaS
9/17/2017,Email,Finance
9/17/2017,Referral,Finance
9/17/2017,Social,IT
9/17/2017,Referral,SaaS
9/17/2017,Direct,Health Care
9/17/2017,Social,Finance
9/17/2017,Direct,Retail/Entertainment
9/17/2017,Organic,SaaS
9/17/2017,Direct,IT
9/17/2017,Organic,Retail/Entertainment
9/17/2017,Social,Education
9/17/2017,Paid,Telecom
9/17/2017,Referral,SaaS
9/17/2017,Paid,SaaS
9/17/2017,Direct,Health Care
9/17/2017,Social,SaaS
9/17/2017,Organic,Health Care
9/17/2017,Organic,Telecom
9/17/2017,Paid,Telecom
9/17/2017,Organic,Education
9/17/2017,Referral,SaaS
9/17/2017,Direct,Telecom
9/17/2017,Organic,Health Care
9/17/2017,Paid,Finance
9/17/2017,Paid,Finance
9/17/2017,Social,Telecom
9/17/2017,Direct,Telecom
9/17/2017,Referral,SaaS
9/17/2017,Referral,IT
9/17/2017,Direct,SaaS
9/17/2017,Referral,IT
9/17/2017,Email,Telecom
9/17/2017,Social,Education
9/17/2017,Social,Finance
9/17/2017,Social,Education
9/17/2017,Email,Finance
9/17/2017,Email,Education
9/17/2017,Referral,Finance
9/17/2017,Referral,Telecom
9/17/2017,Email,Finance
9/17/2017,Direct,Health Care
9/17/2017,Email,Education
9/17/2017,Referral,SaaS
9/17/2017,Referral,Health Care
9/17/2017,Referral,Education
9/17/2017,Paid,SaaS
9/17/2017,Direct,Health Care
9/17/2017,Email,SaaS
9/17/2017,Email,Telecom
9/17/2017,Organic,SaaS
9/17/2017,Referral,Telecom
9/17/2017,Social,Health Care
9/17/2017,Email,Health Care
9/17/2017,Referral,SaaS
9/17/2017,Paid,Retail/Entertainment
9/17/2017,Referral,Health Care
9/17/2017,Organic,SaaS
9/17/2017,Email,Telecom
9/17/2017,Social,SaaS
9/17/2017,Referral,SaaS
9/17/2017,Direct,IT
9/17/2017,Organic,IT
9/17/2017,Social,Telecom
9/17/2017,Organic,SaaS
9/17/2017,Organic,Telecom
9/17/2017,Social,Finance
9/17/2017,Direct,Education
9/17/2017,Direct,Health Care
9/17/2017,Referral,Education
9/17/2017,Paid,Retail/Entertainment
9/17/2017,Social,IT
9/17/2017,Direct,IT
9/17/2017,Paid,IT
9/17/2017,Direct,SaaS
9/17/2017,Paid,SaaS
9/17/2017,Social,Health Care
9/17/2017,Direct,Finance
9/17/2017,Social,Retail/Entertainment
9/17/2017,Paid,Retail/Entertainment
9/17/2017,Direct,SaaS
9/17/2017,Social,IT
9/17/2017,Direct,Health Care
9/17/2017,Organic,Finance
9/17/2017,Paid,Telecom
9/17/2017,Referral,Telecom
9/17/2017,Social,Telecom
9/17/2017,Direct,Education
9/17/2017,Direct,Telecom
9/17/2017,Paid,Telecom
9/17/2017,Referral,Retail/Entertainment
9/17/2017,Paid,SaaS
9/17/2017,Paid,Finance
9/17/2017,Organic,Finance
9/17/2017,Social,IT
9/17/2017,Direct,SaaS
9/17/2017,Organic,Retail/Entertainment
9/17/2017,Paid,Retail/Entertainment
9/17/2017,Referral,SaaS
9/17/2017,Paid,Finance
9/17/2017,Paid,IT
9/17/2017,Direct,SaaS
9/17/2017,Organic,SaaS
9/17/2017,Referral,Health Care
9/17/2017,Organic,Finance
9/17/2017,Paid,IT
9/18/2017,Organic,Retail/Entertainment
9/18/2017,Direct,Finance
9/18/2017,Paid,Retail/Entertainment
9/18/2017,Paid,Telecom
9/18/2017,Email,Telecom
9/18/2017,Email,SaaS
9/18/2017,Social,IT
9/18/2017,Email,Finance
9/18/2017,Direct,IT
9/18/2017,Paid,IT
9/18/2017,Social,Telecom
9/18/2017,Social,Telecom
9/18/2017,Social,SaaS
9/18/2017,Referral,Education
9/18/2017,Referral,Health Care
9/18/2017,Social,Health Care
9/18/2017,Organic,SaaS
9/18/2017,Social,Retail/Entertainment
9/18/2017,Referral,SaaS
9/18/2017,Social,Retail/Entertainment
9/18/2017,Organic,Retail/Entertainment
9/18/2017,Social,Telecom
9/18/2017,Direct,SaaS
9/18/2017,Email,Retail/Entertainment
9/18/2017,Email,Health Care
9/18/2017,Direct,Telecom
